pr,title,action,release_tag,rep_commit,rep_ymd,rep_order,commits,files,insertions,deletions,churn,start_date,end_date,topdirs,subsys,arch
2120,arch-riscv: Fix SVNAPOT PPN encoding,修复/纠错,v25.0.0.0,ecc6d3e5958c6d570d0198a940642e4c97d1d946,2025-04-02,3542,1,1,2,1,3,2025-04-02T15:06:01-07:00,2025-04-02T15:06:01-07:00,src,arch,riscv
2131,mem: Make PortTerminator create resp_ports as well as req_ports,其他,v25.0.0.0,96b1a3c955805e891c4c6ea388a643e084802531,2025-04-02,3543,1,2,26,1,27,2025-04-02T15:09:01-07:00,2025-04-02T15:09:01-07:00,src,mem,
2140,"base, cpu-o3: Use string_view in Named constructor",其他,v25.0.0.0,b5e76272afcd404e630f4215c8a7d1951a411008,2025-04-03,3547,1,0,0,0,0,2025-04-03T17:06:24+01:00,2025-04-03T17:06:24+01:00,,,
1997,sim: Fix MemoryError at system call,修复/纠错,v25.0.0.0,2c6cac9e3d7da64983ffc16bead4f49a9220aa2e,2025-04-03,3548,1,1,4,4,8,2025-04-03T10:19:38-07:00,2025-04-03T10:19:38-07:00,src,sim,
1709,arch-riscv: Fix misprediction of control flow instruction caused by vset{i}vl{i},修复/纠错,v25.0.0.0,afd31c7416647f661d421f60686ba422e34a16ce,2025-04-03,3549,1,9,118,59,177,2025-04-03T11:21:22-07:00,2025-04-03T11:21:22-07:00,"src, configs, util","arch, configs, util",riscv
2141,scons: Fix compilation error with SCons < 4.0.0,修复/纠错,v25.0.0.0,056e7b0f4308dbeecb2b0f7576dc97383e644e22,2025-04-03,3550,1,1,9,3,12,2025-04-03T13:36:59-07:00,2025-04-03T13:36:59-07:00,SConstruct,SConstruct,
2132,misc: bump pre-commit from 4.1.0 to 4.2.0,更新/依赖,v25.0.0.0,198c773a7530a3bb0fa41ee2eb9ed17699fd57e0,2025-04-03,3551,1,1,1,1,2,2025-04-03T13:43:01-07:00,2025-04-03T13:43:01-07:00,requirements.txt,requirements.txt,
2124,use mkdtemp for tmpfile in SerializationFixture,其他,v25.0.0.0,7c9d9662cdc667b77b468d64acdc828195f19f38,2025-04-04,3552,1,2,9,23,32,2025-04-04T14:48:57+01:00,2025-04-04T14:48:57+01:00,src,"base, sim",
2144,mem: Remove deprecated method,移除/弃用,v25.0.0.0,72718e3380e282325bac66174c758f67f280e980,2025-04-04,3553,1,1,0,8,8,2025-04-04T16:15:01+01:00,2025-04-04T16:15:01+01:00,src,mem,
2143,arch-riscv: Fix atomic ops on big endian hosts,修复/纠错,v25.0.0.0,b526038c5e81311a62d081eceab84b622a48f796,2025-04-04,3554,1,1,80,16,96,2025-04-04T14:16:48-07:00,2025-04-04T14:16:48-07:00,src,arch,riscv
2139,mem-ruby: Make SLICC enum FooType_to_string handle the _NUM case,修复/纠错,v25.0.0.0,32a5efe8386b07bd455f2909b72dfa4b53213048,2025-04-04,3555,1,1,7,5,12,2025-04-04T14:23:32-07:00,2025-04-04T14:23:32-07:00,src,mem,
2158,mem-ruby: Add link name to each throttle stat,新增/支持,v25.0.0.0,89bc2d7b9f6342e1b65e81b48ad881cfb847a92e,2025-04-08,3556,1,5,29,20,49,2025-04-08T10:32:09-07:00,2025-04-08T10:32:09-07:00,src,mem,
2152,sim-se: execve: make new process inherit max stack size,新增/支持,v25.0.0.0,88626aef6ea090659c80f562df7182338916f9fb,2025-04-09,3557,1,1,1,0,1,2025-04-09T11:47:03-07:00,2025-04-09T11:47:03-07:00,src,sim,
2155,"ext,tests: Fix weekly DRAMSys tests failing",测试,v25.0.0.0,901b8c228ac81c75b9caf7851ad68a9b75a0b848,2025-04-10,3558,1,1,6,2,8,2025-04-10T17:44:02-07:00,2025-04-10T17:44:02-07:00,ext,ext,
2157,mem-ruby: Fix Ruby MemCtrl functionalRead,修复/纠错,v25.0.0.0,f0ee053bca9ddd9b32bf6e3a588a380b743d9c93,2025-04-10,3559,1,3,4,1,5,2025-04-10T17:56:17-07:00,2025-04-10T17:56:17-07:00,src,mem,
2174,mem-ruby: return early response for software prefetches,其他,v25.0.0.0,b1f142368c7fc7653872d60fb7304e5197759705,2025-04-10,3560,1,2,35,0,35,2025-04-10T17:59:32-07:00,2025-04-10T17:59:32-07:00,src,mem,
1793,base: Fix failing compiler tests,测试,v24.1.0.3,837a9a5c54ee4ee80ff1b356454dd18e2df0cf20,2025-04-10,3618,2,1,2,0,2,2024-11-22T10:39:59-08:00,2025-04-10T20:11:55-07:00,src,base,
2177,misc: Hotfix v24.1.0.3,其他,v24.1.0.3,b9da2bfe1e21f6efa2730edd4e80e58c5d965458,2025-04-11,3621,1,0,0,0,0,2025-04-11T12:08:05-07:00,2025-04-11T12:08:05-07:00,,,
2184,arch-riscv: Fix read permission for mstatus.mxr,修复/纠错,v25.0.0.0,3b5df5df87148f9398843ae7322f4b13041df41d,2025-04-16,3562,1,1,1,1,2,2025-04-16T09:35:25-07:00,2025-04-16T09:35:25-07:00,src,arch,riscv
2187,"mem-ruby: Revert ""mem-ruby: return early response for software prefetches""",其他,v25.0.0.0,8d0a8e2d60a9cda722a4080e391684ed30a9b8d1,2025-04-16,3564,1,2,0,35,35,2025-04-16T17:22:58-07:00,2025-04-16T17:22:58-07:00,src,mem,
2194,"arch-x86,tests: Reduce the number of X86 boot-tests",测试,v25.0.0.0,84285001c96a1f4f71b89465e4c135e003ebaea5,2025-04-17,3565,1,1,2,35,37,2025-04-17T11:12:31-07:00,2025-04-17T11:12:31-07:00,tests,tests,
2179,arch-riscv: Fix interupt delegation,修复/纠错,v25.0.0.0,386362455d4c8b7af393bd54b2b902a1737a4da6,2025-04-18,3566,1,3,69,54,123,2025-04-18T11:29:32-07:00,2025-04-18T11:29:32-07:00,src,arch,riscv
2190,arch-riscv: Raise PF when execute user page in S-mode,其他,v25.0.0.0,35b4b91f4bcf6c530df2ba163e95d1b711f704f2,2025-04-18,3567,1,1,2,1,3,2025-04-18T11:30:30-07:00,2025-04-18T11:30:30-07:00,src,arch,riscv
2199,mem-ruby: Fix misprint in RubyRequest sequencer ostream<<,修复/纠错,v25.0.0.0,31211b0d2ea84bd5b8c8c1a22cbcf07014ee34f6,2025-04-21,3568,1,2,4,7,11,2025-04-21T08:05:58-07:00,2025-04-21T08:05:58-07:00,src,mem,
2165,gpu-compute: Fix kernarg preload address,修复/纠错,v25.0.0.0,6fb51291e5a378440a84ffddcd07a8c2ed1aae73,2025-04-22,3570,1,0,0,0,0,2025-04-22T15:47:24-05:00,2025-04-22T15:47:24-05:00,,,
2202,python: Fix assert conditions and fix spelling error,修复/纠错,v25.0.0.0,b54f0ac00cffc23908b31a39a1b55977fe37dc0a,2025-04-23,3571,1,1,3,3,6,2025-04-23T08:58:19+01:00,2025-04-23T08:58:19+01:00,src,python,
2163,arch-vega: Improved dispatch scheduler,其他,v25.0.0.0,cdfec4534c521ea4fe9ac42f71732739defdb50c,2025-04-23,3574,1,0,0,0,0,2025-04-23T13:12:53-05:00,2025-04-23T13:12:53-05:00,,,
2160,"configs,mem-ruby: Update ruby configs for ALL target",更新/依赖,v25.0.0.0,a23dac9028c0ede337dc95548c5f648964775d9f,2025-04-24,3575,1,9,35,29,64,2025-04-24T10:17:19-07:00,2025-04-24T10:17:19-07:00,configs,configs,
2171,sim: Use heap allocs instead of VLAs,其他,v25.0.0.0,86156d61d542ba419661517d33bb7dd9c27bf301,2025-04-24,3578,1,0,0,0,0,2025-04-24T12:47:29-07:00,2025-04-24T12:47:29-07:00,,,
2170,mem: Use heap allocs instead of VLAs,其他,v25.0.0.0,4d75fcc7dfaf2573a06f42f4683b7518c4b5ca95,2025-04-24,3581,1,0,0,0,0,2025-04-24T12:49:21-07:00,2025-04-24T12:49:21-07:00,,,
2167,cpu: Replace uses of variable length arrays with heap allocs,其他,v25.0.0.0,21cf5074c81eb2f696371a1a5193a092aac37fd8,2025-04-24,3585,1,0,0,0,0,2025-04-24T12:49:39-07:00,2025-04-24T12:49:39-07:00,,,
2168,arm: Replace variable length arrays with strings/heap allocs,其他,v25.0.0.0,6fb59a2532471fbd903a3da3bba36609be2ce396,2025-04-24,3590,1,0,0,0,0,2025-04-24T12:50:23-07:00,2025-04-24T12:50:23-07:00,,,
2169,"base,systemc,python: Replace use of VLAs with heap allocs/strings",其他,v25.0.0.0,314a4f9a01e836f1416389d3920b0f3fea0b8c8f,2025-04-24,3595,1,0,0,0,0,2025-04-24T12:50:41-07:00,2025-04-24T12:50:41-07:00,,,
2206,arch: addr_range: Use heap allocs instead of VLAs,其他,v25.0.0.0,c22742b69b08f2831c1d68f74839f89841cefe7e,2025-04-24,3596,1,1,4,4,8,2025-04-24T19:42:20-07:00,2025-04-24T19:42:20-07:00,src,base,
2208,Use heap allocations instead of VLAs in virtio device code,其他,v25.0.0.0,1282c9a442684227e16f6bc76b1ff5b3b51024ea,2025-04-25,3600,1,0,0,0,0,2025-04-25T10:49:45-07:00,2025-04-25T10:49:45-07:00,,,
2189,sim: Add warning for non-default create function,新增/支持,v25.0.0.0,4de3b6e781a05c6dd36c08a78c757489786a6065,2025-04-25,3604,1,0,0,0,0,2025-04-25T11:20:17-07:00,2025-04-25T11:20:17-07:00,,,
2209,arch-x86: apply fix for pack micro-op on duplicated code,修复/纠错,v25.0.0.0,dbd84a108261f69ee3c47101c96ec319321a5b34,2025-04-25,3605,1,1,8,5,13,2025-04-25T11:23:35-07:00,2025-04-25T11:23:35-07:00,src,arch,x86
2210,"configs,mem-ruby: Fix Directory_Controller fallback logic",修复/纠错,v25.0.0.0,662cef0ea78e407dbdfa5c5bd930464e86098c42,2025-04-26,3606,1,1,17,4,21,2025-04-26T06:07:18-07:00,2025-04-26T06:07:18-07:00,configs,configs,
2214,cpu-o3: break Request::NO_ACCESS reference cycle,其他,v25.0.0.0,7ec75d0ba43379b54e783fd3f19310ce963307bd,2025-04-28,3623,1,1,2,2,4,2025-04-28T11:34:04+01:00,2025-04-28T11:34:04+01:00,src,cpu/o3,
2216,"mem-ruby,scons: Disable verbose SLICC output unless flag set",其他,v25.0.0.0,fa482ec67798ddfbaa522d9a17904a6201465cf7,2025-04-28,3624,1,1,2,2,4,2025-04-28T11:02:21-07:00,2025-04-28T11:02:21-07:00,src,mem,
2220,cpu: fix memory leak on indirect branch prediction,修复/纠错,v25.0.0.0,bfb6c54e45de98deb02f78336ad6422640e2cf6d,2025-04-28,3625,1,1,3,3,6,2025-04-28T11:09:01-07:00,2025-04-28T11:09:01-07:00,src,cpu/pred,
2223,arch-riscv: Fix CMO decoding,修复/纠错,v25.0.0.0,85ef2cf6ca5dc2cd0e341097f15524124f812ce1,2025-04-28,3626,1,1,78,74,152,2025-04-28T11:12:50-07:00,2025-04-28T11:12:50-07:00,src,arch,riscv
2026,arch-riscv: fix narrowing instructions with pin µop,更新/依赖,v25.0.0.0,fb80ec811947ec00e8821357d370cc4245a0a506,2025-04-29,3627,1,2,83,20,103,2025-04-29T09:04:19-07:00,2025-04-29T09:04:19-07:00,src,arch,riscv
2226,systemc: Export simple arithmetic operations in sc_time pybind,其他,v25.0.0.0,d06f9416f4f10dae0576d9f04821ec3d35212ef7,2025-04-29,3628,1,1,4,0,4,2025-04-29T10:21:06-07:00,2025-04-29T10:21:06-07:00,src,src,
2193,"Fix, improve, refactor gpu-tests to improve runner testing stability",测试,v25.0.0.0,13d116f3925e0437db29753918a4d87dedab1c96,2025-04-29,3644,1,0,0,0,0,2025-04-29T13:22:37-07:00,2025-04-29T13:22:37-07:00,,,
2230,"dev: Make sid, ssid optional",其他,v25.0.0.0,0f1a747fcb7055f1491a7904297626a51cec20f5,2025-04-30,3645,1,2,21,13,34,2025-04-30T14:31:41+01:00,2025-04-30T14:31:41+01:00,src,dev,
2161,util: Add feature to update debug flags in external hypercall util,更新/依赖,v25.0.0.0,c548cd7eed5d49a4bd9b0b6a5812df60386c79e1,2025-04-30,3646,1,2,55,6,61,2025-04-30T11:26:16-07:00,2025-04-30T11:26:16-07:00,"src, util","python, util",
2231,configs: Remove riscv/fs_linux.py duplicate --bootloader option,移除/弃用,v25.0.0.0,4672ca9c97a7546095e6473c2df95052a5b98d83,2025-04-30,3647,1,1,0,6,6,2025-04-30T11:34:52-07:00,2025-04-30T11:34:52-07:00,configs,configs,
2236,arch-power: Avoid incidental use of VLA in sizeof expression.,修复/纠错,v25.0.0.0,9745d9c0f32047d001a81c1af466c4fab46f831c,2025-05-01,3648,1,1,2,2,4,2025-05-01T12:50:38-07:00,2025-05-01T12:50:38-07:00,src,arch,power
2237,arch-mips: Avoid incidental use of VLA in sizeof expression,修复/纠错,v25.0.0.0,bd9fe3d078cb5dc444ecd26da64a26b1a5dd8e45,2025-05-01,3649,1,1,2,2,4,2025-05-01T12:51:18-07:00,2025-05-01T12:51:18-07:00,src,arch,mips
2239,cpu: Prevent re-executing load instruction,修复/纠错,v25.0.0.0,ef7f48c6c465fa81e50fe8bc5b59d5d5591e47b8,2025-05-01,3650,1,1,5,0,5,2025-05-01T12:54:11-07:00,2025-05-01T12:54:11-07:00,src,cpu/o3,
2235,arch-x86: Don't use non ISO C++ variable length arrays,其他,v25.0.0.0,3e770ea533ffb32574873e4e692a118366cad8b7,2025-05-01,3653,1,0,0,0,0,2025-05-01T15:06:57-07:00,2025-05-01T15:06:57-07:00,,,
2225,"sim, util: changes to the external signal handler",其他,v25.0.0.0,406827c3427a87c1fe5c2fda494babb4894b9211,2025-05-02,3656,1,0,0,0,0,2025-05-02T12:25:19-07:00,2025-05-02T12:25:19-07:00,,,
2207,misc: Increase Clang support to v19; Drop GCC v10 support,新增/支持,v25.0.0.0,e94fcac16f8e7f0a909fecae4c0249704594f142,2025-05-03,3657,1,4,38,37,75,2025-05-03T17:31:03-07:00,2025-05-03T17:31:03-07:00,".github, SConstruct, util",".github, SConstruct, util",
2246,tests: Reduce the gpu_ruby_rand Daily tests to 1h,测试,v25.0.0.0,8fb258eeaec70ebb8d3431f3b8905072869b195e,2025-05-04,3658,1,2,4,4,8,2025-05-04T11:26:56-07:00,2025-05-04T11:26:56-07:00,tests,tests,
2215,sim: convert entering event queue message to debug flag,其他,v25.0.0.0,23b6885d9c6f5a12e4bb99cf1ab39bf2a0830dc3,2025-05-05,3659,1,2,5,1,6,2025-05-05T10:44:27-07:00,2025-05-05T10:44:27-07:00,src,sim,
2243,arch-vega: Ignore EXEC SGPR dest for VOP3 V_CMPX_*,其他,v25.0.0.0,88ec168de39447f32736fa3895629fc23688613a,2025-05-05,3660,1,1,6,2,8,2025-05-05T12:31:18-07:00,2025-05-05T12:31:18-07:00,src,arch,amdgpu
2242,gpu: Remove SDMA header heap allocations,移除/弃用,v25.0.0.0,12fbd8ebc0005d7dc88ac1321326a643612a36ae,2025-05-05,3661,1,3,83,57,140,2025-05-05T12:34:48-07:00,2025-05-05T12:34:48-07:00,src,dev,
2241,mem-ruby: Fix DMA sequencer request size above 64,修复/纠错,v25.0.0.0,41b9c344d7603e2f4dad43d3248e6b9a23ac75cb,2025-05-05,3662,1,2,47,9,56,2025-05-05T14:36:16-07:00,2025-05-05T14:36:16-07:00,src,mem,
2247,"dev: Make sid, ssid option in dmaRead, dmaWrite",其他,v25.0.0.0,cf0d66767aa4d30e18cafa3bb4e31e67b8c66ba4,2025-05-06,3663,1,1,4,2,6,2025-05-06T10:22:25+01:00,2025-05-06T10:22:25+01:00,src,dev,
2252,python: Add OptionalParam to support std::optional.,新增/支持,v25.0.0.0,362a5622cdc9d10d4078a222e89774449d35a7fb,2025-05-07,3664,1,1,63,0,63,2025-05-07T15:17:14+01:00,2025-05-07T15:17:14+01:00,src,python,
2255,mem-ruby: fix deadlocks when running ruby_random_test with -n > 18,修复/纠错,v25.0.0.0,9a391e5f2c3f24402a1b9f1d16b958bc5984c7a5,2025-05-07,3665,1,4,59,29,88,2025-05-07T10:55:14-07:00,2025-05-07T10:55:14-07:00,src,cpu,
2256,configs: Enable bootloader argument for RISCV simulations,新增/支持,v25.0.0.0,ae355c2df6fd06b4d8e377b8f05554e7217fefb4,2025-05-07,3666,1,1,5,5,10,2025-05-07T10:56:16-07:00,2025-05-07T10:56:16-07:00,configs,configs,
2257,arch-sparc: Fix SyntaxWarnings in sparc/isa/base.isa,修复/纠错,v25.0.0.0,3ba0be51b575d0ee32570b17f165068c3c12129b,2025-05-07,3667,1,1,2,2,4,2025-05-07T11:10:58-07:00,2025-05-07T11:10:58-07:00,src,arch,sparc
2249,resources: return a copy of resource JSON to avoid mutations,修复/纠错,v25.0.0.0,19a5bb3a3a0094344138c67de8eaa0970665beae,2025-05-07,3668,1,1,2,1,3,2025-05-07T13:37:50-07:00,2025-05-07T13:37:50-07:00,src,python,
2234,gpu: Don't use VLA in device (de)serialization,其他,v25.0.0.0,8a869c8407ce4ad9c3d2b68b783a381b426ad52c,2025-05-07,3669,1,4,220,216,436,2025-05-07T15:46:14-07:00,2025-05-07T15:46:14-07:00,src,"dev, sim",
2217,scons: Remove -Wno-vla-cxx-extension. gem5 is now VLA-clean,移除/弃用,v25.0.0.0,45f60e2f0604d4d99cc2a9106334b1a5250edd99,2025-05-08,3670,1,1,0,2,2,2025-05-08T11:46:36-07:00,2025-05-08T11:46:36-07:00,SConstruct,SConstruct,
2245,"tests,misc: Improve dir finding for GH Actions; merge separate jobs",测试,v25.0.0.0,23e674502bd69861810f4153084e96fbdb3e25c2,2025-05-08,3674,1,0,0,0,0,2025-05-08T11:47:50-07:00,2025-05-08T11:47:50-07:00,,,
2259,arch-x86: Return early from MWAIT if address monitor is not armed,其他,v25.0.0.0,85d30451706a4ecfc19b027498188818fdd80699,2025-05-08,3675,1,1,3,0,3,2025-05-08T11:49:46-07:00,2025-05-08T11:49:46-07:00,src,arch,x86
2263,"arch-vega,gpu-compute: Opcode overrides based on gfx version",更新/依赖,v25.0.0.0,973a11167b54c63e753b9994030521239a0180fb,2025-05-09,3676,1,9,118,0,118,2025-05-09T12:47:28-07:00,2025-05-09T12:47:28-07:00,src,"gpu-compute, arch",amdgpu
2260,dev: Adopt OptionalParam for DmaDevice.,其他,v25.0.0.0,a06dac9560aa0471ba9d6590294c3a7a5421f435,2025-05-12,3683,1,1,2,4,6,2025-05-12T09:24:55-07:00,2025-05-12T09:24:55-07:00,src,dev,
2264,misc: Introduce dictionary parameters (DictParam) in gem5,新增/支持,v25.0.0.0,187793e80da535b3d7625ca4a7d422d4efb324eb,2025-05-14,3688,1,0,0,0,0,2025-05-14T14:59:06+01:00,2025-05-14T14:59:06+01:00,,,
1854,Speculative update for TAGE-SC-L,更新/依赖,v25.0.0.0,0da730d6e86c1147eb0353f2bb0b394c467692aa,2025-05-14,3692,1,0,0,0,0,2025-05-14T22:54:40+01:00,2025-05-14T22:54:40+01:00,,,
2275,scons: Add cxx_config support for OptionalParams,新增/支持,v25.0.0.0,cbce413a0e39fd7a75f163bd23dc77b1f71d1ad9,2025-05-15,3693,1,1,18,3,21,2025-05-15T12:02:30-07:00,2025-05-15T12:02:30-07:00,build_tools,build_tools,
2276,scons: Use two return booleans for DictParams in cxx_config,其他,v25.0.0.0,d1d6daf4a76900e556f3c46a31a4a2c2de0cf8d6,2025-05-15,3694,1,1,7,2,9,2025-05-15T12:04:24-07:00,2025-05-15T12:04:24-07:00,build_tools,build_tools,
2162,arch-vega: Add pagetable walker buffer,新增/支持,v25.0.0.0,5d5ea63e7948738f71a88f6c544fb14b4b33a509,2025-05-15,3701,1,0,0,0,0,2025-05-15T20:50:50-05:00,2025-05-15T20:50:50-05:00,,,
2280,dev: add value check for debug flag,新增/支持,v25.0.0.0,0c6c0f6c4b69460f5ec187374691f893aa6a7fa3,2025-05-17,3702,1,1,4,4,8,2025-05-17T19:20:53+01:00,2025-05-17T19:20:53+01:00,src,dev,
2278,"stdlib, tests: Fix ruby cache init signature",测试,v25.0.0.0,b480d4e2d1afc98fbc890714dbe8b77f6f7256f9,2025-05-19,3710,1,5,16,16,32,2025-05-19T10:23:03-07:00,2025-05-19T10:23:03-07:00,"src, tests","python, tests",
2173,cpu-o3: put unsent mem req to retry queue,其他,v25.0.0.0,d86d164d97571dc1e2d6388d5098de59fcba90d1,2025-05-20,3711,1,5,28,2,30,2025-05-20T11:14:22+01:00,2025-05-20T11:14:22+01:00,src,cpu/o3,
2285,arch-arm: Initialize the BaseMMU::Mode in TLBTypes::KeyType,其他,v25.0.0.0,94cc9aa8b7909c13b25cdb0a89d471fb1582a44d,2025-05-20,3712,1,1,2,1,3,2025-05-20T12:25:34+01:00,2025-05-20T12:25:34+01:00,src,arch,arm
2284,dev: Update MI300X model to use real firmware,更新/依赖,v25.0.0.0,ffbfe65b25126fc7451cf32c5e8a4162dedaa10a,2025-05-21,3713,1,15,359,39,398,2025-05-21T10:37:03-07:00,2025-05-21T10:37:03-07:00,"src, configs","dev, configs, python",
2272,"gpu-compute,arch-vega: Included two new DS instructions",新增/支持,v25.0.0.0,6f07f07de5d3d2a1d744d3c773f5da1fbda1a118,2025-05-21,3714,1,3,128,4,132,2025-05-21T19:20:41-07:00,2025-05-21T19:20:41-07:00,src,arch,amdgpu
2289,dev: Print warn_access message in IsaFake,其他,v25.0.0.0,306fb839c9829ce55774366b6a3c8f4877803e6a,2025-05-22,3715,1,1,8,4,12,2025-05-22T10:59:48+01:00,2025-05-22T10:59:48+01:00,src,dev,
2291,mem: fixed bug with prefetcher probes,修复/纠错,v25.0.0.0,a5bc885b0d492a81446046f91b674f8e26765489,2025-05-22,3716,1,1,3,3,6,2025-05-22T13:37:01+01:00,2025-05-22T13:37:01+01:00,src,mem/cache/prefetch,
2294,mem: Add port name in port_wrapper panic message,新增/支持,v25.0.0.0,222f29e026696b8d26815a31d0bdd5062d4e6f0f,2025-05-22,3717,1,1,13,7,20,2025-05-22T15:31:24+01:00,2025-05-22T15:31:24+01:00,src,mem,
2288,arch: Fix isa_parser Format initial,修复/纠错,v25.0.0.0,82dd7efa8fd9bbee74fba490b77a914a7fbb0ef9,2025-05-22,3718,1,1,10,4,14,2025-05-22T15:32:22+01:00,2025-05-22T15:32:22+01:00,src,arch,isa_parser
2274,stdlib: correct memory range check in dramsim3,修复/纠错,v25.0.0.0,dd43f9d1bd521bad4fd807e85d45ace37b6120bd,2025-05-22,3719,1,1,1,1,2,2025-05-22T10:57:17-07:00,2025-05-22T10:57:17-07:00,src,python,
2286,arch-riscv: Fix move scalar to vector tail agnostic behaviour,重命名/迁移,v25.0.0.0,a095b5ddc0443fdb34e6725a1ef0d6560b56b438,2025-05-27,3720,1,2,23,0,23,2025-05-27T09:00:52-07:00,2025-05-27T09:00:52-07:00,src,arch,riscv
1855,cpu: Add taken-only history,新增/支持,v25.0.0.0,e95bad48181ee2760d5b4e07fc6aadd43895a0a7,2025-05-27,3724,1,0,0,0,0,2025-05-27T09:02:16-07:00,2025-05-27T09:02:16-07:00,,,
2271,arch-arm: Add stats to track PMU events,新增/支持,v25.0.0.0,d73af2932bbe87aa52c3f74df74a8daf788889fe,2025-05-27,3727,1,0,0,0,0,2025-05-27T17:14:30+01:00,2025-05-27T17:14:30+01:00,,,
2287,arch-arm: Implement FEAT_FHM and FEAT_FRINTTS.,新增/支持,v25.0.0.0,72dcf3177d6bfe9becfd406c53cbd238f8351494,2025-05-27,3729,1,0,0,0,0,2025-05-27T17:45:50+01:00,2025-05-27T17:45:50+01:00,,,
2295,mem: Set default panic callback in port_wrapper,其他,v25.0.0.0,8c3e9f4a5aeaa468f9261a992d8a83e47f809b93,2025-05-27,3730,1,2,25,20,45,2025-05-27T11:38:57-07:00,2025-05-27T11:38:57-07:00,src,mem,
2240,resources: Update backend resources API,更新/依赖,v25.0.0.0,9d219455f3d5d0960c8f0271f9e0c8cffc91938e,2025-05-27,3735,1,0,0,0,0,2025-05-27T21:02:40-07:00,2025-05-27T21:02:40-07:00,,,
2023,arch-riscv: Add support for fault-only-first unit-stride segment load instructions,新增/支持,v25.0.0.0,a2de450019c74eb1522dd11ad91350c21450c63b,2025-05-27,3736,1,6,335,48,383,2025-05-27T21:36:35-07:00,2025-05-27T21:36:35-07:00,src,"arch, cpu, cpu/o3",riscv
1387,arch-riscv: Add Hypervisor (H) extension,新增/支持,v25.0.0.0,1e0ab7184f722f23fe4cb7824fc36011ed8183b2,2025-05-28,3765,1,0,0,0,0,2025-05-28T07:50:56-07:00,2025-05-28T07:50:56-07:00,,,
2323,util: Update upstream_msg_filter.sed to support macOS,更新/依赖,v25.0.0.0,0eea4d1a52024cf874c01e594243ee517ecf4a71,2025-05-29,3766,1,1,2,2,4,2025-05-29T09:39:45+01:00,2025-05-29T09:39:45+01:00,util,util,
2316,arch-arm: Add L2D_TLB_REFILL and L2I_TLB_REFILL in PMU,新增/支持,v25.1.0.0,046c684b4f444c48a1b7d6210cbde872041d1740,2025-05-29,3767,1,4,25,9,34,2025-05-29T10:05:34+01:00,2025-05-29T10:05:34+01:00,"src, configs","arch, configs",arm
2328,Bug fix for configs/ruby/Ruby.py,修复/纠错,v25.1.0.0,9495e0e381f2a03402b93dec4a2b26719cc5a760,2025-05-31,3772,1,0,0,0,0,2025-05-31T01:07:52-07:00,2025-05-31T01:07:52-07:00,,,
1712,arch-riscv: Fix incorrect vector slide instructions and statically filter redundant uops,修复/纠错,v25.1.0.0,635ac5d0da0247af5a56ece43adfba3065ebbd0a,2025-05-31,3775,1,5,755,323,1078,2025-05-31T01:38:17-07:00,2025-05-31T01:38:17-07:00,src,arch,riscv
2330,util: Bump GPUFS application builder dockerfile,更新/依赖,v25.0.0.0,fb91fc46c6643611d002976420c930ee4617bf66,2025-05-31,3781,2,2,18,20,38,2025-05-31T03:14:48-07:00,2025-05-31T03:55:01-07:00,util,util,
2326,"mem-garnet,mem-ruby: Fixed Garnet_standalone simulation",其他,v25.0.0.0,3dc9dccd0fe3c592c07ba5afe9b7f4712420287c,2025-05-31,3784,2,2,18,2,20,2025-05-31T01:09:23-07:00,2025-05-31T03:55:02-07:00,"configs, src","configs, mem",
2324,scons: Fix gcc version compare,更新/依赖,v25.0.0.0,6ce1d99472c036fa6a75a7d5a6d757fecb1049ce,2025-05-31,3785,2,1,2,2,4,2025-05-31T01:24:44-07:00,2025-05-31T03:55:02-07:00,SConstruct,SConstruct,
2317,arch-arm: Add read/write function to FPCR/FPSR.,新增/支持,v25.1.0.0,a535ff3cad38ea26918416d8df4468a972c061a0,2025-06-02,3795,1,0,0,0,0,2025-06-02T17:10:33+01:00,2025-06-02T17:10:33+01:00,,,
2333,misc: bump mypy from 1.15.0 to 1.16.0,更新/依赖,v25.0.0.0,5e05c83daaa1aa96dffb5f79c4d9443464cc4e8d,2025-06-02,3798,2,1,2,2,4,2025-06-02T11:27:37-07:00,2025-06-02T12:30:49-07:00,requirements.txt,requirements.txt,
2331,arch-riscv: Allow load-reserved accesses to use the TLB,其他,v25.0.0.0,fc2880e4ae97c40feff87f17de5ca097efd67a81,2025-06-02,3799,2,3,34,76,110,2025-06-02T08:47:04-07:00,2025-06-02T12:30:50-07:00,src,arch,riscv
2022,arch-riscv: Add support for vector stride segment load/store instructions,新增/支持,v25.0.0.0,6f0574b91c1f36e26cbbe91b1db3f102fabf4d8b,2025-06-02,3800,2,8,1456,804,2260,2025-06-02T11:21:23-07:00,2025-06-02T12:30:50-07:00,src,"arch, cpu, cpu/o3",riscv
2319,misc: bump pyupgrade from v3.19.1 to v3.20.0,更新/依赖,v25.0.0.0,86de5dcce4437b862fbe8457ddeaf02b89822f11,2025-06-02,3801,2,1,2,2,4,2025-05-29T14:14:59-07:00,2025-06-02T12:30:50-07:00,.pre-commit-config.yaml,.pre-commit-config.yaml,
2335,misc tests: Set specific versions in GH Action workflows,测试,v25.1.0.0,61de99c435a671bf93df8b28e8587b3c0a1991f2,2025-06-03,3812,1,0,0,0,0,2025-06-03T03:26:10-07:00,2025-06-03T03:26:10-07:00,,,
